case_id,wavelength_nm,frequency_hz,T_total,R_total,R_signed_monitor,closure,signed_closure_residual,sourcepower_W,raw_transmitted_power_W,raw_reflected_power_W,transmitted_order_sum,transmitted_order_sum_mismatch,eta_plus1,eta_0,eta_minus1,non_target_efficiency,directionality,eta_plus1_over_minus1,plus1_transmitted_fraction,plus1_air_side_angle_deg,transmitted_order_count,logical_task_id,execution_id,case_group,geometry_id,geometry_hash,polarization,generator_id,interface_stack_id,quality_gate_pass,training_label,provisional_hf_label,diagnostic_only,pilot_scope_only,bulk_mdc_compatible,candidate_performance_label,accepted_execution,post_fsp_sha256,source_prefsp_sha256,setup_sha256,case_type
NP_K6_M2_BATCH1_G01_S,445,673690916853932.6,0.6549415983582332,0.34724236093458416,-0.34724236093458416,1.0021839592928172,-0.002183959292817339,9.406179484425252e-16,6.160498225973897e-16,-3.2662239715462736e-16,0.6549415983582333,1.1102230246251565e-16,0.03251799738845464,0.4699860832606417,0.03963045634760703,0.6224236009697786,0.4507095537683201,0.8205304804777538,0.04965022449325059,14.817860402183731,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,446,672180399103139.1,0.7587598436004644,0.2404505047431071,-0.2404505047431071,0.9992103483435716,0.0007896516564284417,9.406820787279247e-16,7.137517869333598e-16,-2.261874806329247e-16,0.7587598436004646,1.1102230246251565e-16,0.02243497018075687,0.6119423090559932,0.06008792911945042,0.7363248734197075,0.27186357206308814,0.37336900288505176,0.029567946129434752,14.85192444636312,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,447,670676639821029.1,0.80054659527273,0.1997363653275237,-0.1997363653275237,1.0002829606002537,-0.00028296060025367886,9.407457805215036e-16,7.531108316136766e-16,-1.8790114289856948e-16,0.8005465952727301,1.1102230246251565e-16,0.03846492032479876,0.6710631797012575,0.044787922564633126,0.7620816749479312,0.4620253073625849,0.8588234979930206,0.04804832167413633,14.885993861861795,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,448,669179593750000.0,0.7902139766416234,0.20971286086762148,-0.20971286086762148,0.9999268375092449,7.316249075511871e-05,9.408090576289273e-16,7.434404666894129e-16,-1.9729975900553329e-16,0.7902139766416235,1.1102230246251565e-16,0.04241164800807059,0.6797048790087957,0.03131373321965625,0.7478023286335528,0.5752652248357625,1.3544104661863812,0.053671093225050676,14.92006866327333,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,449,667689216035634.8,0.7892873133220529,0.21041211592818762,-0.21041211592818762,0.9996994292502406,0.000300570749759449,9.408719138137385e-16,7.426182650342237e-16,-1.9797085020295208e-16,0.7892873133220529,0.0,0.04659535420223541,0.6833718952917774,0.026706504645964614,0.7426919591198176,0.6356640190902825,1.7447193041518454,0.0590347183031727,14.95414886521045,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,450,666205462222222.2,0.7946506869053298,0.20566705238637153,-0.20566705238637153,1.0003177392917013,-0.0003177392917013411,9.409343527979162e-16,7.47714129783686e-16,-1.9351919482902565e-16,0.7946506869053298,0.0,0.05445813885514227,0.6867623813675179,0.023186761216964707,0.7401925480501875,0.7013743182690465,2.34867381198965,0.06853091522165904,14.988234482305128,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,451,664728288248337.1,0.7754043139588349,0.2241679640294857,-0.2241679640294857,0.9995722779883206,0.00042772201167939894,9.409963782624261e-16,7.296526511243248e-16,-2.1094124227420785e-16,0.7754043139588349,0.0,0.06582457935226951,0.6601987871017944,0.018046966369800625,0.7095797346065654,0.7848261145728269,3.6474041123287533,0.0848906540333796,15.022325529208606,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,452,663257650442477.9,0.6242022093413295,0.37623791515246213,-0.37623791515246213,1.0004401244937917,-0.0004401244937916604,9.410579938477605e-16,5.874104788780914e-16,-3.5406169764283995e-16,0.6242022093413295,0.0,0.07579602226767808,0.4858959708177391,0.009911473650818119,0.5484061870736514,0.8843569801614148,7.647300990546616,0.1214286350374497,15.056422020591514,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,453,661793505518763.8,0.26651568085487326,0.7338219713638774,-0.7338219713638774,1.0003376522187506,-0.0003376522187505948,9.411192031544697e-16,2.508230251943093e-16,-6.906139489472144e-16,0.26651568085487326,0.0,0.04761545269727765,0.08016369103404365,0.014534155024022532,0.2189002281575956,0.7661424495356658,3.276107391078274,0.178659103826637,15.0905239711439,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,454,660335810572687.4,0.4125597178876785,0.5879058261967889,-0.5879058261967889,1.0004655440844674,-0.00046554408446741746,9.411800097436879e-16,3.8829295930137833e-16,-5.533252112282646e-16,0.4125597178876784,-5.551115123125783e-17,0.026383250053723085,0.2364328051265452,0.029853303960366916,0.3861764678339554,0.46914770145967327,0.8837631536110491,0.06395013596772446,15.124631395575323,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G01_S,455,658884523076923.0,0.5925152165497583,0.4078767377935498,-0.4078767377935498,1.000391954343308,-0.0003919543433080763,9.412404171376484e-16,5.576992695856985e-16,-3.8391007082154405e-16,0.5925152165497583,0.0,0.04197002376464066,0.4264718574336452,0.031034334031171066,0.5505451927851176,0.5748975134063639,1.3523739134368318,0.07083366400112713,15.158744308614912,7,NP_K6_M2_BATCH1_G01_S,NP_K6_M2_BATCH1_G01_S,1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,7dde190cabfc51a094f2491bab8956690cf93085f6d2ce95742faae5e3403e3c,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,14ddb995977fc3309f687510b13bf88d39c5b1457c448d1464489fb303bb620f,
NP_K6_M2_BATCH1_G02_P,445,673690916853932.6,0.8075158578181046,0.19154258592527995,-0.19154258592527995,0.9990584437433846,0.0009415562566154057,9.406179484425252e-16,7.595639095156714e-16,-1.8016839421241293e-16,0.8075158578181046,0.0,0.3602224368581806,0.004007907630794874,0.23819685194407764,0.447293420959924,0.6019565939780603,1.512288822955357,0.44608713670527295,14.817860402183731,7,NP_K6_M2_BATCH1_G02_P,NP_K6_M2_BATCH1_G02_P,2,K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,bb2590c50321728a14698b832d08a171542d18b447e9f9148d858969ddc302d8,3b463c27154ccbdbcfa77c257cd6637f0ef8ec156b9532533d42e2918b9529a3,3b463c27154ccbdbcfa77c257cd6637f0ef8ec156b9532533d42e2918b9529a3,
NP_K6_M2_BATCH1_G02_P,446,672180399103139.1,0.8105541135916915,0.18859806892442954,-0.18859806892442954,0.999152182516121,0.0008478174838789654,9.406820787279247e-16,7.624737284949027e-16,-1.7741082351990476e-16,0.8105541135916916,1.1102230246251565e-16,0.3743115210468073,0.004330038286164188,0.23493517311252393,0.4362425925448842,0.6143841643052341,1.5932544969225535,0.4617970777893837,14.85192444636312,7,NP_K6_M2_BATCH1_G02_P,NP_K6_M2_BATCH1_G02_P,2,K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,bb2590c50321728a14698b832d08a171542d18b447e9f9148d858969ddc302d8,3b463c27154ccbdbcfa77c257cd6637f0ef8ec156b9532533d42e2918b9529a3,3b463c27154ccbdbcfa77c257cd6637f0ef8ec156b9532533d42e2918b9529a3,
NP_K6_M2_BATCH1_G02_P,447,670676639821029.1,0.8124464312137587,0.18692166367588312,-0.18692166367588312,0.9993680948896418,0.000631905110358183,9.407457805215036e-16,7.643055520640976e-16,-1.7584576639114668e-16,0.8124464312137586,-1.1102230246251565e-16,0.3900593597707725,0.004687582481214739,0.22977330543827462,0.4223870714429862,0.6292978438611647,1.697583446548609,0.4801047118737924,14.885993861861795,7,NP_K6_M2_BATCH1_G02_P,NP_K6_M2_BATCH1_G02_P,2,K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,false,true,false,true,false,false,true,bb2590c50321728a14698b832d08a171542d18b447e9f9148d858969ddc302d8,3b463c27154ccbdbcfa77c257cd6637f0ef8ec156b9532533d42e2918b9529a3,3b463c27154ccbdbcfa77c257cd6637f0ef8ec156b9532533d42e2918b9529a3,
