case_id,role,wavelength_nm,actual_monitor_wavelength_nm,monitor_index,transmission_T,sourcepower_W,manual_flux_over_sourcepower
BF08_y,BF08_attempt_003,455.0,455.00000000000006,50,0.8465102236493179,2.374703785583969e-16,0.8465102236493185
BF08_y,BF08_attempt_003,456.0,456.0,52,0.900999551227478,2.375146633288862e-16,0.9009995512274763
BF08_y,BF08_attempt_003,457.0,457.0,54,0.9239049712693644,2.375586603727601e-16,0.9239049712693643
BF08_y,BF08_attempt_003,458.0,458.0,56,0.9238107062185299,2.376023721712988e-16,0.9238107062185305
BF08_y,BF08_attempt_003,459.0,459.0,58,0.9954706259437461,2.376458011791573e-16,0.9954706259437464
BF08_y,BF08_attempt_003,460.0,460.00000000000006,60,0.9588274142543437,2.376889498247063e-16,0.9588274142543438
BF08_y,BF08_attempt_003,461.0,460.99999999999994,62,0.9487254876913767,2.3773182051036883e-16,0.9487254876913764
BF08_y,BF08_attempt_003,462.0,461.99999999999994,64,0.9385408794605586,2.377744156129507e-16,0.9385408794605586
BF08_y,BF08_attempt_003,463.0,463.0,66,0.9252443200425292,2.378167374839678e-16,0.92524432004253
BF08_y,BF08_attempt_003,464.0,464.00000000000006,68,0.9066131401252326,2.3785878844996657e-16,0.906613140125234
BF08_y,BF08_attempt_003,465.0,465.00000000000006,70,0.8798385065549063,2.379005708128412e-16,0.8798385065549055
BF01_x,known_good_control,435.0,435.00000000000006,5,0.5636219982838613,2.3652018815462696e-16,0.5636219982838611
BF01_x,known_good_control,436.0,436.00000000000006,6,0.6214013650426212,2.36570792783579e-16,0.6214013650426216
BF01_x,known_good_control,437.0,437.0,7,0.6621144644799716,2.366210538944842e-16,0.662114464479972
BF01_x,known_good_control,438.0,438.00000000000006,8,0.6941800402255756,2.366709745814554e-16,0.6941800402255754
BF01_x,known_good_control,439.0,438.99999999999994,9,0.7161663203931982,2.3672055790393985e-16,0.7161663203931976
BF01_x,known_good_control,440.0,440.00000000000006,10,0.7296422517540806,2.367698068871827e-16,0.729642251754081
BF01_x,known_good_control,441.0,440.99999999999994,11,0.7464195948644451,2.368187245226837e-16,0.7464195948644451
BF01_x,known_good_control,442.0,442.0,12,0.7546802141301965,2.3686731376864663e-16,0.7546802141301971
BF01_x,known_good_control,443.0,443.0,13,0.7555099676707786,2.369155775504218e-16,0.7555099676707767
BF01_x,known_good_control,444.0,444.0,14,0.7531592204553238,2.3696351876094186e-16,0.7531592204553235
BF01_x,known_good_control,445.0,445.00000000000006,15,0.7404862229437059,2.3701114026115065e-16,0.7404862229437057
BF01_x,known_good_control,446.0,445.99999999999994,16,0.7201888954349598,2.370584448804258e-16,0.7201888954349588
BF01_x,known_good_control,447.0,447.00000000000006,17,0.6810375189253792,2.371054354169942e-16,0.6810375189253797
BF01_x,known_good_control,448.0,448.0,18,0.6184021583173355,2.3715211463834216e-16,0.6184021583173352
BF01_x,known_good_control,449.0,449.0,19,0.5089473274277343,2.371984852816185e-16,0.5089473274277343
BF01_x,known_good_control,450.0,450.0000000000001,20,0.3276909868605879,2.3724455005403145e-16,0.3276909868605876
BF01_x,known_good_control,451.0,450.99999999999994,21,0.08208255955545204,2.3729031163323987e-16,0.08208255955545207
BF01_x,known_good_control,452.0,452.0,22,0.04507194739038182,2.3733577266773914e-16,0.045071947390381846
BF01_x,known_good_control,453.0,453.00000000000006,23,0.4881951633604467,2.3738093577723926e-16,0.4881951633604467
BF01_x,known_good_control,454.0,453.99999999999994,24,0.9083726157795169,2.3742580355303973e-16,0.9083726157795169
BF01_x,known_good_control,455.0,455.00000000000006,25,0.9260060988286573,2.374703785583969e-16,0.9260060988286569
BF01_x,known_good_control,456.0,456.0,26,0.12781291406549572,2.375146633288862e-16,0.12781291406549578
BF01_x,known_good_control,457.0,457.0,27,0.11946247899892061,2.375586603727601e-16,0.11946247899892057
BF01_x,known_good_control,458.0,458.0,28,0.3782381031035039,2.376023721712988e-16,0.37823810310350353
BF01_x,known_good_control,459.0,459.0,29,0.5318407037218582,2.376458011791573e-16,0.5318407037218581
BF01_x,known_good_control,460.0,460.00000000000006,30,0.6241911437416281,2.376889498247063e-16,0.624191143741628
BF01_x,known_good_control,461.0,460.99999999999994,31,0.6898807457412522,2.3773182051036883e-16,0.6898807457412526
BF01_x,known_good_control,462.0,461.99999999999994,32,0.7633595004131501,2.377744156129507e-16,0.76335950041315
BF01_x,known_good_control,463.0,463.0,33,0.8695983044523141,2.378167374839678e-16,0.8695983044523143
BF01_x,known_good_control,464.0,464.00000000000006,34,0.9975653419497457,2.3785878844996657e-16,0.9975653419497453
BF01_x,known_good_control,465.0,465.00000000000006,35,0.3616431380836781,2.379005708128412e-16,0.361643138083678
BF01_y,known_good_control,435.0,435.00000000000006,5,0.18394540546376667,2.3652018815462696e-16,0.18394540546376642
BF01_y,known_good_control,436.0,436.00000000000006,6,0.35851148079164974,2.36570792783579e-16,0.3585114807916495
BF01_y,known_good_control,437.0,437.0,7,0.5710429096720482,2.366210538944842e-16,0.571042909672048
BF01_y,known_good_control,438.0,438.00000000000006,8,0.6843385170712688,2.366709745814554e-16,0.6843385170712685
BF01_y,known_good_control,439.0,438.99999999999994,9,0.8873506558118899,2.3672055790393985e-16,0.8873506558118895
BF01_y,known_good_control,440.0,440.00000000000006,10,0.4706038300410266,2.367698068871827e-16,0.4706038300410264
BF01_y,known_good_control,441.0,440.99999999999994,11,0.9091697351638423,2.368187245226837e-16,0.9091697351638433
BF01_y,known_good_control,442.0,442.0,12,0.06194759183475959,2.3686731376864663e-16,0.061947591834759605
BF01_y,known_good_control,443.0,443.0,13,0.5549674141711278,2.369155775504218e-16,0.554967414171128
BF01_y,known_good_control,444.0,444.0,14,0.6794649671151198,2.3696351876094186e-16,0.6794649671151192
BF01_y,known_good_control,445.0,445.00000000000006,15,0.7067229489051597,2.3701114026115065e-16,0.7067229489051599
BF01_y,known_good_control,446.0,445.99999999999994,16,0.6717870890474782,2.370584448804258e-16,0.6717870890474786
BF01_y,known_good_control,447.0,447.00000000000006,17,0.4141344186273831,2.371054354169942e-16,0.4141344186273832
BF01_y,known_good_control,448.0,448.0,18,0.8719563912885068,2.3715211463834216e-16,0.8719563912885079
BF01_y,known_good_control,449.0,449.0,19,0.9817199369542605,2.371984852816185e-16,0.9817199369542595
BF01_y,known_good_control,450.0,450.0000000000001,20,0.9956379113029828,2.3724455005403145e-16,0.9956379113029825
BF01_y,known_good_control,451.0,450.99999999999994,21,0.9713062453392804,2.3729031163323987e-16,0.9713062453392804
BF01_y,known_good_control,452.0,452.0,22,0.9763679785947245,2.3733577266773914e-16,0.976367978594726
BF01_y,known_good_control,453.0,453.00000000000006,23,0.9758408012837043,2.3738093577723926e-16,0.9758408012837049
BF01_y,known_good_control,454.0,453.99999999999994,24,0.9687857611882922,2.3742580355303973e-16,0.9687857611882932
BF01_y,known_good_control,455.0,455.00000000000006,25,0.9835387800948028,2.374703785583969e-16,0.9835387800948027
BF01_y,known_good_control,456.0,456.0,26,0.9669296581901872,2.375146633288862e-16,0.9669296581901875
BF01_y,known_good_control,457.0,457.0,27,0.986275243520958,2.375586603727601e-16,0.9862752435209575
BF01_y,known_good_control,458.0,458.0,28,0.9731981577961997,2.376023721712988e-16,0.9731981577961999
BF01_y,known_good_control,459.0,459.0,29,0.9802003843369858,2.376458011791573e-16,0.9802003843369852
BF01_y,known_good_control,460.0,460.00000000000006,30,0.9854645933772181,2.376889498247063e-16,0.9854645933772179
BF01_y,known_good_control,461.0,460.99999999999994,31,0.9722654835176058,2.3773182051036883e-16,0.9722654835176048
BF01_y,known_good_control,462.0,461.99999999999994,32,0.9903845829565862,2.377744156129507e-16,0.990384582956586
BF01_y,known_good_control,463.0,463.0,33,0.976964482468028,2.378167374839678e-16,0.9769644824680271
BF01_y,known_good_control,464.0,464.00000000000006,34,0.9780153049834821,2.3785878844996657e-16,0.9780153049834822
BF01_y,known_good_control,465.0,465.00000000000006,35,0.9899244552849404,2.379005708128412e-16,0.9899244552849402
BF02_x,known_good_control,435.0,435.00000000000006,5,0.3342690861472486,2.3652018815462696e-16,0.3342690861472485
BF02_x,known_good_control,436.0,436.00000000000006,6,0.2899582359876811,2.36570792783579e-16,0.289958235987681
BF02_x,known_good_control,437.0,437.0,7,0.25910634083742123,2.366210538944842e-16,0.25910634083742107
BF02_x,known_good_control,438.0,438.00000000000006,8,0.22268456232529252,2.366709745814554e-16,0.22268456232529263
BF02_x,known_good_control,439.0,438.99999999999994,9,0.7526163276923641,2.3672055790393985e-16,0.7526163276923639
BF02_x,known_good_control,440.0,440.00000000000006,10,0.43028237421471466,2.367698068871827e-16,0.4302823742147153
BF02_x,known_good_control,441.0,440.99999999999994,11,0.40486234908752894,2.368187245226837e-16,0.40486234908752866
BF02_x,known_good_control,442.0,442.0,12,0.3922465346138351,2.3686731376864663e-16,0.39224653461383524
BF02_x,known_good_control,443.0,443.0,13,0.4075738685026965,2.369155775504218e-16,0.40757386850269645
BF02_x,known_good_control,444.0,444.0,14,0.3543121490653272,2.3696351876094186e-16,0.3543121490653269
BF02_x,known_good_control,445.0,445.00000000000006,15,0.4994703293459906,2.3701114026115065e-16,0.4994703293459904
BF02_x,known_good_control,446.0,445.99999999999994,16,0.5026569191625184,2.370584448804258e-16,0.5026569191625189
BF02_x,known_good_control,447.0,447.00000000000006,17,0.678810204767794,2.371054354169942e-16,0.678810204767794
BF02_x,known_good_control,448.0,448.0,18,0.888106128386926,2.3715211463834216e-16,0.8881061283869252
BF02_x,known_good_control,449.0,449.0,19,0.9133307675718151,2.371984852816185e-16,0.9133307675718145
BF02_x,known_good_control,450.0,450.0000000000001,20,0.6761214022658429,2.3724455005403145e-16,0.6761214022658432
BF02_x,known_good_control,451.0,450.99999999999994,21,0.9567079049728054,2.3729031163323987e-16,0.9567079049728064
BF02_x,known_good_control,452.0,452.0,22,0.9361017635216884,2.3733577266773914e-16,0.9361017635216886
BF02_x,known_good_control,453.0,453.00000000000006,23,0.9457257441315197,2.3738093577723926e-16,0.9457257441315197
BF02_x,known_good_control,454.0,453.99999999999994,24,0.9424486728655835,2.3742580355303973e-16,0.9424486728655826
BF02_x,known_good_control,455.0,455.00000000000006,25,0.9468086280785663,2.374703785583969e-16,0.9468086280785669
BF02_x,known_good_control,456.0,456.0,26,0.9577312685054042,2.375146633288862e-16,0.957731268505404
BF02_x,known_good_control,457.0,457.0,27,0.8930939979238453,2.375586603727601e-16,0.8930939979238465
BF02_x,known_good_control,458.0,458.0,28,0.6318300842087924,2.376023721712988e-16,0.6318300842087932
BF02_x,known_good_control,459.0,459.0,29,0.9815733104918621,2.376458011791573e-16,0.9815733104918621
BF02_x,known_good_control,460.0,460.00000000000006,30,0.5693555740585164,2.376889498247063e-16,0.5693555740585168
BF02_x,known_good_control,461.0,460.99999999999994,31,0.7738622539938074,2.3773182051036883e-16,0.7738622539938071
BF02_x,known_good_control,462.0,461.99999999999994,32,0.4519624076833399,2.377744156129507e-16,0.4519624076833399
BF02_x,known_good_control,463.0,463.0,33,0.6936473559539962,2.378167374839678e-16,0.6936473559539953
BF02_x,known_good_control,464.0,464.00000000000006,34,0.7213173961077439,2.3785878844996657e-16,0.7213173961077439
BF02_x,known_good_control,465.0,465.00000000000006,35,0.7032357804043721,2.379005708128412e-16,0.7032357804043706
BF02_y,known_good_control,435.0,435.00000000000006,5,0.5654734060829352,2.3652018815462696e-16,0.5654734060829355
BF02_y,known_good_control,436.0,436.00000000000006,6,0.6334468861954259,2.36570792783579e-16,0.6334468861954266
BF02_y,known_good_control,437.0,437.0,7,0.680999401163945,2.366210538944842e-16,0.6809994011639448
BF02_y,known_good_control,438.0,438.00000000000006,8,0.7282180934038556,2.366709745814554e-16,0.7282180934038556
BF02_y,known_good_control,439.0,438.99999999999994,9,0.4586434304158957,2.3672055790393985e-16,0.45864343041589467
BF02_y,known_good_control,440.0,440.00000000000006,10,0.576515157118202,2.367698068871827e-16,0.5765151571182021
BF02_y,known_good_control,441.0,440.99999999999994,11,0.581107936361848,2.368187245226837e-16,0.5811079363618478
BF02_y,known_good_control,442.0,442.0,12,0.6049346419085304,2.3686731376864663e-16,0.6049346419085297
BF02_y,known_good_control,443.0,443.0,13,0.5729493730552385,2.369155775504218e-16,0.5729493730552386
BF02_y,known_good_control,444.0,444.0,14,0.7006616048235766,2.3696351876094186e-16,0.700661604823576
BF02_y,known_good_control,445.0,445.00000000000006,15,0.5580044646775132,2.3701114026115065e-16,0.5580044646775132
BF02_y,known_good_control,446.0,445.99999999999994,16,0.5960298276603981,2.370584448804258e-16,0.5960298276603979
BF02_y,known_good_control,447.0,447.00000000000006,17,0.8253719481188068,2.371054354169942e-16,0.8253719481188064
BF02_y,known_good_control,448.0,448.0,18,0.9537463279238456,2.3715211463834216e-16,0.9537463279238462
BF02_y,known_good_control,449.0,449.0,19,0.9431500143713807,2.371984852816185e-16,0.9431500143713802
BF02_y,known_good_control,450.0,450.0000000000001,20,0.8555095607159987,2.3724455005403145e-16,0.8555095607159982
BF02_y,known_good_control,451.0,450.99999999999994,21,0.901309708229079,2.3729031163323987e-16,0.9013097082290784
BF02_y,known_good_control,452.0,452.0,22,0.8773903969257408,2.3733577266773914e-16,0.8773903969257404
BF02_y,known_good_control,453.0,453.00000000000006,23,0.8744710200638751,2.3738093577723926e-16,0.8744710200638756
BF02_y,known_good_control,454.0,453.99999999999994,24,0.8792323766094399,2.3742580355303973e-16,0.8792323766094388
BF02_y,known_good_control,455.0,455.00000000000006,25,0.8903040569010855,2.374703785583969e-16,0.8903040569010862
BF02_y,known_good_control,456.0,456.0,26,0.9195046634811078,2.375146633288862e-16,0.9195046634811072
BF02_y,known_good_control,457.0,457.0,27,0.9445321047076178,2.375586603727601e-16,0.944532104707618
BF02_y,known_good_control,458.0,458.0,28,0.6900312148403627,2.376023721712988e-16,0.6900312148403629
BF02_y,known_good_control,459.0,459.0,29,1.000434079732648,2.376458011791573e-16,1.000434079732648
BF02_y,known_good_control,460.0,460.00000000000006,30,0.38935686619547527,2.376889498247063e-16,0.38935686619547527
BF02_y,known_good_control,461.0,460.99999999999994,31,0.5439276417312878,2.3773182051036883e-16,0.5439276417312878
BF02_y,known_good_control,462.0,461.99999999999994,32,0.5630269659282704,2.377744156129507e-16,0.5630269659282708
BF02_y,known_good_control,463.0,463.0,33,0.7136064119685009,2.378167374839678e-16,0.7136064119685006
BF02_y,known_good_control,464.0,464.00000000000006,34,0.7602521331096095,2.3785878844996657e-16,0.7602521331096099
BF02_y,known_good_control,465.0,465.00000000000006,35,0.7445192699267137,2.379005708128412e-16,0.7445192699267136
BF03_x,known_good_control,435.0,435.00000000000006,5,0.1847792563333635,2.3652018815462696e-16,0.18477925633336315
BF03_x,known_good_control,436.0,436.00000000000006,6,0.2698570449150708,2.36570792783579e-16,0.2698570449150709
BF03_x,known_good_control,437.0,437.0,7,0.4729305829208446,2.366210538944842e-16,0.4729305829208443
BF03_x,known_good_control,438.0,438.00000000000006,8,0.1594655151065911,2.366709745814554e-16,0.15946551510659124
BF03_x,known_good_control,439.0,438.99999999999994,9,0.18281878430538057,2.3672055790393985e-16,0.18281878430538054
BF03_x,known_good_control,440.0,440.00000000000006,10,0.3300044598072533,2.367698068871827e-16,0.33000445980725335
BF03_x,known_good_control,441.0,440.99999999999994,11,0.47183567636730617,2.368187245226837e-16,0.47183567636730567
BF03_x,known_good_control,442.0,442.0,12,0.5898808555597619,2.3686731376864663e-16,0.589880855559762
BF03_x,known_good_control,443.0,443.0,13,0.7112102190904698,2.369155775504218e-16,0.7112102190904702
BF03_x,known_good_control,444.0,444.0,14,0.779122372074423,2.3696351876094186e-16,0.7791223720744221
BF03_x,known_good_control,445.0,445.00000000000006,15,0.8804487482667708,2.3701114026115065e-16,0.8804487482667706
BF03_x,known_good_control,446.0,445.99999999999994,16,0.9015118425857025,2.370584448804258e-16,0.9015118425857029
BF03_x,known_good_control,447.0,447.00000000000006,17,1.0024235255552798,2.371054354169942e-16,1.0024235255552805
BF03_x,known_good_control,448.0,448.0,18,0.5982379716771864,2.3715211463834216e-16,0.5982379716771867
BF03_x,known_good_control,449.0,449.0,19,0.7678408524389955,2.371984852816185e-16,0.7678408524389965
BF03_x,known_good_control,450.0,450.0000000000001,20,0.9242003108570757,2.3724455005403145e-16,0.924200310857076
BF03_x,known_good_control,451.0,450.99999999999994,21,0.9481751032607159,2.3729031163323987e-16,0.948175103260716
BF03_x,known_good_control,452.0,452.0,22,0.9526124846638812,2.3733577266773914e-16,0.9526124846638805
BF03_x,known_good_control,453.0,453.00000000000006,23,0.9765108565511263,2.3738093577723926e-16,0.9765108565511256
BF03_x,known_good_control,454.0,453.99999999999994,24,0.9626039418963706,2.3742580355303973e-16,0.9626039418963709
BF03_x,known_good_control,455.0,455.00000000000006,25,0.9800960448221868,2.374703785583969e-16,0.9800960448221874
BF03_x,known_good_control,456.0,456.0,26,0.9699191535765075,2.375146633288862e-16,0.969919153576507
BF03_x,known_good_control,457.0,457.0,27,0.9733286239433543,2.375586603727601e-16,0.9733286239433553
BF03_x,known_good_control,458.0,458.0,28,0.9694677433918801,2.376023721712988e-16,0.9694677433918804
BF03_x,known_good_control,459.0,459.0,29,0.9695905638658435,2.376458011791573e-16,0.969590563865845
BF03_x,known_good_control,460.0,460.00000000000006,30,0.9591885068669471,2.376889498247063e-16,0.9591885068669488
BF03_x,known_good_control,461.0,460.99999999999994,31,0.9430299704897502,2.3773182051036883e-16,0.9430299704897502
BF03_x,known_good_control,462.0,461.99999999999994,32,0.9216960601064083,2.377744156129507e-16,0.9216960601064089
BF03_x,known_good_control,463.0,463.0,33,0.8962031576395472,2.378167374839678e-16,0.8962031576395469
BF03_x,known_good_control,464.0,464.00000000000006,34,0.8623524215723233,2.3785878844996657e-16,0.8623524215723236
BF03_x,known_good_control,465.0,465.00000000000006,35,0.7849262002604905,2.379005708128412e-16,0.7849262002604905
BF03_y,known_good_control,435.0,435.00000000000006,5,0.6224485333803172,2.3652018815462696e-16,0.6224485333803172
BF03_y,known_good_control,436.0,436.00000000000006,6,0.5676615047104931,2.36570792783579e-16,0.5676615047104938
BF03_y,known_good_control,437.0,437.0,7,0.4346211786619587,2.366210538944842e-16,0.43462117866195904
BF03_y,known_good_control,438.0,438.00000000000006,8,0.12112062336743835,2.366709745814554e-16,0.12112062336743834
BF03_y,known_good_control,439.0,438.99999999999994,9,0.2161854094068371,2.3672055790393985e-16,0.21618540940683717
BF03_y,known_good_control,440.0,440.00000000000006,10,0.2069334030706887,2.367698068871827e-16,0.20693340307068875
BF03_y,known_good_control,441.0,440.99999999999994,11,0.2008104766205259,2.368187245226837e-16,0.20081047662052579
BF03_y,known_good_control,442.0,442.0,12,0.23348621222411217,2.3686731376864663e-16,0.23348621222411278
BF03_y,known_good_control,443.0,443.0,13,0.3052726579406157,2.369155775504218e-16,0.3052726579406159
BF03_y,known_good_control,444.0,444.0,14,0.3808457510610944,2.3696351876094186e-16,0.3808457510610943
BF03_y,known_good_control,445.0,445.00000000000006,15,0.4997880564843904,2.3701114026115065e-16,0.49978805648439
BF03_y,known_good_control,446.0,445.99999999999994,16,0.6969143884793427,2.370584448804258e-16,0.696914388479343
BF03_y,known_good_control,447.0,447.00000000000006,17,0.6570939021760119,2.371054354169942e-16,0.6570939021760117
BF03_y,known_good_control,448.0,448.0,18,0.7175415221314725,2.3715211463834216e-16,0.7175415221314722
BF03_y,known_good_control,449.0,449.0,19,0.7823281493485659,2.371984852816185e-16,0.7823281493485656
BF03_y,known_good_control,450.0,450.0000000000001,20,0.819559563777693,2.3724455005403145e-16,0.8195595637776923
BF03_y,known_good_control,451.0,450.99999999999994,21,0.8336796343862546,2.3729031163323987e-16,0.8336796343862543
BF03_y,known_good_control,452.0,452.0,22,0.8524684711974309,2.3733577266773914e-16,0.852468471197431
BF03_y,known_good_control,453.0,453.00000000000006,23,0.8602826096833703,2.3738093577723926e-16,0.8602826096833707
BF03_y,known_good_control,454.0,453.99999999999994,24,0.8697275117693455,2.3742580355303973e-16,0.8697275117693447
BF03_y,known_good_control,455.0,455.00000000000006,25,0.86787405179082,2.374703785583969e-16,0.8678740517908203
BF03_y,known_good_control,456.0,456.0,26,0.8718009628860098,2.375146633288862e-16,0.87180096288601
BF03_y,known_good_control,457.0,457.0,27,0.8659138716774114,2.375586603727601e-16,0.8659138716774109
BF03_y,known_good_control,458.0,458.0,28,0.8539327091828752,2.376023721712988e-16,0.8539327091828764
BF03_y,known_good_control,459.0,459.0,29,0.8584248791553037,2.376458011791573e-16,0.8584248791553036
BF03_y,known_good_control,460.0,460.00000000000006,30,0.8249618546284277,2.376889498247063e-16,0.8249618546284275
BF03_y,known_good_control,461.0,460.99999999999994,31,0.8192822876941062,2.3773182051036883e-16,0.819282287694107
BF03_y,known_good_control,462.0,461.99999999999994,32,0.7933247834336103,2.377744156129507e-16,0.7933247834336112
BF03_y,known_good_control,463.0,463.0,33,0.7061741269176237,2.378167374839678e-16,0.706174126917623
BF03_y,known_good_control,464.0,464.00000000000006,34,0.6933584444566186,2.3785878844996657e-16,0.6933584444566191
BF03_y,known_good_control,465.0,465.00000000000006,35,0.9516883433630285,2.379005708128412e-16,0.9516883433630277
BF04_x,known_good_control,435.0,435.00000000000006,5,0.9545828266092299,2.3652018815462696e-16,0.9545828266092292
BF04_x,known_good_control,436.0,436.00000000000006,6,0.9399771395849148,2.36570792783579e-16,0.9399771395849142
BF04_x,known_good_control,437.0,437.0,7,0.7088526552487289,2.366210538944842e-16,0.7088526552487286
BF04_x,known_good_control,438.0,438.00000000000006,8,0.9560226367851432,2.366709745814554e-16,0.9560226367851437
BF04_x,known_good_control,439.0,438.99999999999994,9,0.9948815704980891,2.3672055790393985e-16,0.9948815704980887
