structure_id,gan_representation,wavelength_nm,angle_air_deg,T_TE,T_TM,R_TE,R_TM,T_unpolarized,R_unpolarized,power_entering_unpolarized,A_stack_unpolarized,final_propagating
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,22.0,0.07679054275342234,0.12145930833192718,0.9232094572465775,0.8785406916680726,0.09912492554267477,0.9008750744573251,0.09912492554267495,1.8735013540549517e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,23.0,0.06443390765228894,0.10691045628089149,0.9355660923477112,0.8930895437191085,0.08567218196659021,0.9143278180334098,0.08567218196659021,-1.3877787807814457e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,24.0,0.05431764929024753,0.09469429841425263,0.9456823507097525,0.9053057015857476,0.07450597385225008,0.92549402614775,0.07450597385224987,-2.1163626406917047e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,25.0,0.04600607165944223,0.08440797061611047,0.953993928340558,0.9155920293838892,0.06520702113777635,0.9347929788622236,0.06520702113777653,1.7694179454963432e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,26.0,0.03914996994638274,0.07571974685419086,0.9608500300536178,0.9242802531458091,0.0574348584002868,0.9425651415997134,0.05743485840028657,-2.2898349882893854e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,27.0,0.03347047358947286,0.0683580381489068,0.9665295264105268,0.931641961851093,0.05091425586918983,0.9490857441308099,0.0509142558691901,2.706168622523819e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,28.0,0.02874511512329805,0.06210112360377719,0.9712548848767016,0.9378988763962229,0.04542311936353762,0.9545768806364623,0.045423119363537746,1.2663481374630692e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,29.0,0.024796295906302637,0.05676815573023727,0.9752037040936972,0.9432318442697626,0.04078222581826995,0.9592177741817298,0.040782225818270124,1.717376241217039e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,30.0,0.02148196297211472,0.05221156510957047,0.9785180370278854,0.9477884348904296,0.0368467640408426,0.9631532359591575,0.03684676404084261,1.734723475976807e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,31.0,0.018688180880071695,0.04831078793780556,0.9813118191199284,0.9516892120621946,0.03349948440893863,0.9665005155910615,0.033499484408938525,-1.0581813203458523e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,32.0,0.01632326288483294,0.044967157140768516,0.9836767371151672,0.9550328428592312,0.03064521001280073,0.9693547899871993,0.030645210012800878,1.5092094240998222e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,33.0,0.014313154768606328,0.042099776495227705,0.9856868452313933,0.957900223504772,0.028206465631917015,0.9717935343680826,0.02820646563191736,3.408731630294426e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,34.0,0.012597810557104622,0.03964220545701322,0.9874021894428955,0.9603577945429868,0.02612000800705892,0.9738799919929411,0.026120008007058954,3.469446951953614e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,35.0,0.01112834697100708,0.03753980286279668,0.9888716530289932,0.9624601971372035,0.024334074916901878,0.9756659250830984,0.024334074916901673,-2.0643209364124004e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,36.0,0.009864806434744092,0.035747601454062444,0.9901351935652564,0.9642523985459377,0.022806203944403268,0.977193796055597,0.022806203944403025,-2.437286483747414e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,37.0,0.008774394687038152,0.03422860803794586,0.9912256053129619,0.9657713919620537,0.021501501362492008,0.9784984986375078,0.02150150136249216,1.5265566588595902e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,38.0,0.007830088438297337,0.03295244429698166,0.9921699115617026,0.9670475557030185,0.020391266367639497,0.9796087336323606,0.02039126636763951,1.3877787807814457e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,39.0,0.007009531851260517,0.03189426029680862,0.9929904681487397,0.9681057397031916,0.01945189607403457,0.9805481039259656,0.019451896074034296,-2.745199900733297e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,40.0,0.006294158883205468,0.031033866723692655,0.9937058411167949,0.9689661332763071,0.01866401280344906,0.981335987196551,0.018664012803449082,2.168404344971009e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,41.0,0.005668492704132072,0.030355043165923228,0.9943315072958681,0.9696449568340766,0.01801176793502765,0.9819882320649723,0.018011767935027657,5.637851296924623e-18,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,42.0,0.005119584358242126,0.029844988757886867,0.9948804156417578,0.9701550112421135,0.017482286558064497,0.9825177134419356,0.017482286558064455,-4.119968255444917e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,43.0,0.004636561279589204,0.02949388864171376,0.9953634387204104,0.9705061113582862,0.017065224960651482,0.9829347750393483,0.017065224960651573,9.107298248878237e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,44.0,0.004210262778325225,0.029294575328154493,0.9957897372216749,0.9707054246718458,0.016752419053239858,0.9832475809467603,0.016752419053239674,-1.8604909279851256e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,45.0,0.0038329446296814923,0.029242268455248587,0.9961670553703188,0.9707577315447509,0.01653760654246504,0.9834623934575348,0.016537606542465142,1.0386656812411132e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,46.0,0.0034980387708178923,0.029334379891190365,0.9965019612291819,0.9706656201088097,0.016416209331004128,0.9835837906689958,0.016416209331004118,-9.75781955236954e-18,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,47.0,0.0031999571077685348,0.029570373794581477,0.9968000428922316,0.9704296262054183,0.016385165451175007,0.9836148345488249,0.016385165451175056,4.8138576458356397e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,48.0,0.0029339307600569887,0.02995167327324668,0.9970660692399428,0.9700483267267533,0.016442802016651836,0.9835571979833481,0.016442802016652037,2.0187844451680093e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,49.0,0.0026958778800117715,0.030481606775162637,0.9973041221199882,0.9695183932248371,0.016588742327587204,0.9834112576724127,0.01658874232758739,1.8756697583999227e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,50.0,0.002482294596284033,0.03116538837148344,0.997517705403716,0.9688346116285165,0.016823841483883738,0.9831761585161163,0.016823841483883644,-9.324138683375338e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,51.0,0.002290164737307353,0.032010126692597694,0.9977098352626927,0.9679898733074024,0.017150145714952523,0.9828498542850476,0.017150145714952478,-4.683753385137379e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,52.0,0.0021168848597886026,0.033024857467915725,0.9978831151402114,0.9669751425320846,0.017570871163852163,0.982429128836148,0.01757087116385202,-1.4159680372660688e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,53.0,0.001960201792874852,0.034220594388933795,0.9980397982071255,0.9657794056110663,0.018090398090904323,0.9819096019090959,0.018090398090904045,-2.7755575615628914e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,54.0,0.0018181604511408398,0.03561039233059873,0.998181839548859,0.9643896076694013,0.018714276390869783,0.9812857236091301,0.018714276390869842,6.006480035569695e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,55.0,0.0016890601003300384,0.037209415774060686,0.9983109398996699,0.962790584225939,0.01944923793719536,0.9805507620628044,0.01944923793719549,1.2847795743953228e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,56.0,0.001571417603041376,0.03903500350002533,0.9984285823969585,0.9609649964999745,0.020303210551533356,0.9796967894484665,0.020303210551533564,2.1120258320017626e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,57.0,0.0014639364460000137,0.0411067181731401,0.9985360635539998,0.95889328182686,0.021285327309570057,0.9787146726904299,0.021285327309570116,6.01732205729455e-17,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,58.0,0.001365480570710878,0.04344636620622763,0.9986345194292895,0.9565536337937726,0.022405923388469254,0.977594076611531,0.022405923388468963,-2.9175880461584924e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,59.0,0.0012750522064857242,0.04607796916191663,0.9987249477935141,0.9539220308380839,0.023676510684201176,0.976323489315799,0.02367651068420106,-1.1427490897997217e-16,True
P1_EXPLICIT_FAB_G3_A3,legacy_n241,450.0,60.0,0.0011917730478978182,0.04902766280236137,0.9988082269521021,0.9509723371976387,0.025109717925129595,0.9748902820748704,0.02510971792512947,-1.2663481374630692e-16,True
P1_EXPLICIT_FAB_G3_A3,native_m1_raw_table,450.0,-60.0,0.0011679002036491279,0.047966723717474194,0.9629687631814375,0.9106476016304719,0.02456731196056166,0.9368081824059546,0.024567311960561698,3.5561831257524545e-17,True
